in,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,style,titratable_acidity_ratio,acidity_index,sulfur_dioxide_ratio,chlorides_density_ratio,alcohol_ph_index,sulphates_alcohol_ratio,pH_category,quality_category
154,7.1,0.43,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,5,red,16.511627906976745,7.949999999999999,0.2248062015503876,0.07018951168154017,35.91,0.06857142857142857,medium,average
155,7.1,0.43,0.42,5.5,0.071,28.0,128.0,0.9973,3.42,0.71,10.5,5,red,16.511627906976745,7.949999999999999,0.21875,0.07119221899127644,35.91,0.06761904761904762,medium,average
158,7.1,0.68,0.0,2.2,0.073,12.0,22.0,0.9969,3.48,0.5,9.3,5,red,10.441176470588234,7.779999999999999,0.5454545454545454,0.07322700371150566,32.364000000000004,0.05376344086021505,medium,average
159,6.8,0.6,0.18,1.9,0.079,18.0,86.0,0.9968,3.59,0.57,9.3,6,red,11.333333333333334,7.579999999999999,0.20930232558139536,0.07925361155698234,33.387,0.06129032258064515,high,average
160,7.6,0.95,0.03,2.0,0.09,7.0,20.0,0.9959,3.2,0.56,9.6,5,red,8.0,8.579999999999998,0.35,0.09037051912842654,30.72,0.05833333333333334,medium,average
161,7.6,0.68,0.02,1.3,0.072,9.0,20.0,0.9965,3.17,1.08,9.2,4,red,11.176470588235293,8.299999999999999,0.45,0.07225288509784245,29.163999999999998,0.1173913043478261,medium,poor
162,7.8,0.53,0.04,1.7,0.076,17.0,31.0,0.9964,3.33,0.56,10.0,6,red,14.716981132075471,8.37,0.5483870967741935,0.0762745885186672,33.3,0.05600000000000001,medium,average
163,7.4,0.6,0.26,7.3,0.07,36.0,121.0,0.9982,3.37,0.49,9.4,5,red,12.333333333333334,8.26,0.2975206611570248,0.07012622720897617,31.678,0.052127659574468084,medium,average
164,7.3,0.59,0.26,7.2,0.07,35.0,121.0,0.9981,3.37,0.49,9.4,5,red,12.372881355932204,8.15,0.2892561983471074,0.07013325318104399,31.678,0.052127659574468084,medium,average
165,7.8,0.63,0.48,1.7,0.1,14.0,96.0,0.9961,3.19,0.62,9.5,5,red,12.380952380952381,8.91,0.14583333333333334,0.10039152695512499,30.305,0.06526315789473684,medium,average
166,6.8,0.64,0.1,2.1,0.085,18.0,101.0,0.9956,3.34,0.52,10.2,5,red,10.625,7.539999999999999,0.1782178217821782,0.08537565287263962,34.068,0.05098039215686275,medium,average
167,7.3,0.55,0.03,1.6,0.072,17.0,42.0,0.9956,3.37,0.48,9.0,4,red,13.272727272727272,7.88,0.40476190476190477,0.07231820008035354,30.330000000000002,0.05333333333333333,medium,poor
168,6.8,0.63,0.07,2.1,0.089,11.0,44.0,0.9953,3.47,0.55,10.4,6,red,10.793650793650793,7.5,0.25,0.08942027529388125,36.088,0.052884615384615384,medium,average
169,7.5,0.705,0.24,1.8,0.36,15.0,63.0,0.9964,3.0,1.59,9.5,5,red,10.638297872340425,8.445,0.23809523809523808,0.36130068245684466,28.5,0.16736842105263158,medium,average
170,7.9,0.885,0.03,1.8,0.058,4.0,8.0,0.9972,3.36,0.33,9.1,4,red,8.926553672316384,8.815,0.5,0.05816285599679102,30.575999999999997,0.03626373626373627,medium,poor
171,8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,6,red,19.047619047619047,8.59,0.3333333333333333,0.07320497392699558,30.267999999999997,0.06630434782608696,medium,average
173,7.4,0.62,0.05,1.9,0.068,24.0,42.0,0.9961,3.42,0.57,11.5,6,red,11.935483870967742,8.07,0.5714285714285714,0.068266238329485,39.33,0.049565217391304345,medium,average
174,7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,5,red,19.210526315789473,7.89,0.2,0.08031322156409999,31.635,0.049473684210526316,medium,average
175,6.9,0.5,0.04,1.5,0.085,19.0,49.0,0.9958,3.35,0.78,9.5,5,red,13.8,7.44,0.3877551020408163,0.08535850572404098,31.825,0.08210526315789474,medium,average
177,7.5,0.52,0.42,2.3,0.087,8.0,38.0,0.9972,3.58,0.61,10.5,6,red,14.423076923076923,8.44,0.21052631578947367,0.08724428399518652,37.59,0.058095238095238096,high,average
178,7.0,0.805,0.0,2.5,0.068,7.0,20.0,0.9969,3.48,0.56,9.6,5,red,8.695652173913043,7.805,0.35,0.06821145551208747,33.408,0.05833333333333334,medium,average
179,8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,5,red,14.426229508196723,9.55,0.23809523809523808,0.06720834587220384,30.305,0.06210526315789473,medium,average
181,8.9,0.61,0.49,2.0,0.27,23.0,110.0,0.9972,3.12,1.02,9.3,5,red,14.590163934426231,10.0,0.20909090909090908,0.27075812274368233,29.016000000000002,0.1096774193548387,medium,average
182,7.2,0.73,0.02,2.5,0.076,16.0,42.0,0.9972,3.44,0.52,9.3,5,red,9.863013698630137,7.949999999999999,0.38095238095238093,0.0762133975130365,31.992,0.05591397849462365,medium,average
183,6.8,0.61,0.2,1.8,0.077,11.0,65.0,0.9971,3.54,0.58,9.3,5,red,11.147540983606557,7.61,0.16923076923076924,0.0772239494534149,32.922000000000004,0.06236559139784945,high,average
184,6.7,0.62,0.21,1.9,0.079,8.0,62.0,0.997,3.52,0.58,9.3,6,red,10.806451612903226,7.53,0.12903225806451613,0.07923771313941826,32.736000000000004,0.06236559139784945,high,average
185,8.9,0.31,0.57,2.0,0.111,26.0,85.0,0.9971,3.26,0.53,9.7,5,red,28.70967741935484,9.780000000000001,0.3058823529411765,0.11132283622505265,31.621999999999996,0.054639175257731966,medium,average
186,7.4,0.39,0.48,2.0,0.082,14.0,67.0,0.9972,3.34,0.55,9.2,5,red,18.974358974358974,8.27,0.208955223880597,0.08223024468511833,30.727999999999998,0.05978260869565218,medium,average
187,7.7,0.705,0.1,2.6,0.084,9.0,26.0,0.9976,3.39,0.49,9.7,5,red,10.921985815602838,8.504999999999999,0.34615384615384615,0.08420208500400962,32.882999999999996,0.050515463917525774,medium,average
188,7.9,0.5,0.33,2.0,0.084,15.0,143.0,0.9968,3.2,0.55,9.5,5,red,15.8,8.73,0.1048951048951049,0.08426966292134831,30.400000000000002,0.05789473684210527,medium,average
189,7.9,0.49,0.32,1.9,0.082,17.0,144.0,0.9968,3.2,0.55,9.5,5,red,16.122448979591837,8.71,0.11805555555555555,0.08226324237560192,30.400000000000002,0.05789473684210527,medium,average
190,8.2,0.5,0.35,2.9,0.077,21.0,127.0,0.9976,3.23,0.62,9.4,5,red,16.4,9.049999999999999,0.16535433070866143,0.07718524458700882,30.362000000000002,0.06595744680851064,medium,average
191,6.4,0.37,0.25,1.9,0.074,21.0,49.0,0.9974,3.57,0.62,9.8,6,red,17.2972972972973,7.0200000000000005,0.42857142857142855,0.07419290154401444,34.986000000000004,0.06326530612244897,high,average
192,6.8,0.63,0.12,3.8,0.099,16.0,126.0,0.9969,3.28,0.61,9.5,5,red,10.793650793650793,7.55,0.12698412698412698,0.09930785434848029,31.159999999999997,0.06421052631578947,medium,average
193,7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5,red,13.818181818181817,8.360000000000001,0.25,0.07125652348454435,31.815999999999995,0.05670103092783506,medium,average
195,7.8,0.59,0.33,2.0,0.074,24.0,120.0,0.9968,3.25,0.54,9.4,5,red,13.220338983050848,8.72,0.2,0.07423756019261636,30.55,0.0574468085106383,medium,average
196,7.3,0.58,0.3,2.4,0.074,15.0,55.0,0.9968,3.46,0.59,10.2,5,red,12.586206896551724,8.18,0.2727272727272727,0.07423756019261636,35.291999999999994,0.05784313725490196,medium,average
197,11.5,0.3,0.6,2.0,0.067,12.0,27.0,0.9981,3.11,0.97,10.1,6,red,38.333333333333336,12.4,0.4444444444444444,0.06712754233042782,31.410999999999998,0.09603960396039604,medium,average
198,5.4,0.835,0.08,1.2,0.046,13.0,93.0,0.9924,3.57,0.85,13.0,7,red,6.467065868263473,6.315,0.13978494623655913,0.046352277307537285,46.41,0.06538461538461539,high,good
199,6.9,1.09,0.06,2.1,0.061,12.0,31.0,0.9948,3.51,0.43,11.4,4,red,6.330275229357798,8.05,0.3870967741935484,0.06131885806192199,40.013999999999996,0.037719298245614034,high,poor
200,9.6,0.32,0.47,1.4,0.056,9.0,24.0,0.99695,3.22,0.82,10.3,7,red,30.0,10.39,0.375,0.05617132253372787,33.166000000000004,0.07961165048543688,medium,good
201,8.8,0.37,0.48,2.1,0.097,39.0,145.0,0.9975,3.04,1.03,9.3,5,red,23.783783783783786,9.65,0.2689655172413793,0.09724310776942356,28.272000000000002,0.110752688172043,medium,average
202,6.8,0.5,0.11,1.5,0.075,16.0,49.0,0.99545,3.36,0.79,9.5,5,red,13.6,7.41,0.32653061224489793,0.07534280978451957,31.919999999999998,0.08315789473684211,medium,average
203,7.0,0.42,0.35,1.6,0.088,16.0,39.0,0.9961,3.34,0.55,9.2,5,red,16.666666666666668,7.77,0.41025641025641024,0.08834454372050998,30.727999999999998,0.05978260869565218,medium,average
204,7.0,0.43,0.36,1.6,0.089,14.0,37.0,0.99615,3.34,0.56,9.2,6,red,16.27906976744186,7.79,0.3783783783783784,0.08934397430105907,30.727999999999998,0.060869565217391314,medium,average
205,12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,7,red,42.66666666666667,13.840000000000002,0.32142857142857145,0.09505703422053233,34.56,0.07129629629629629,medium,good
207,7.8,0.57,0.31,1.8,0.069,26.0,120.0,0.99625,3.29,0.53,9.3,5,red,13.684210526315791,8.68,0.21666666666666667,0.06925972396486826,30.597,0.05698924731182795,medium,average
208,7.8,0.44,0.28,2.7,0.1,18.0,95.0,0.9966,3.22,0.67,9.4,5,red,17.727272727272727,8.52,0.18947368421052632,0.10034115994380895,30.268000000000004,0.07127659574468086,medium,average
209,11.0,0.3,0.58,2.1,0.054,7.0,19.0,0.998,3.31,0.88,10.5,7,red,36.66666666666667,11.88,0.3684210526315789,0.05410821643286573,34.755,0.0838095238095238,medium,good
210,9.7,0.53,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,6,red,18.301886792452827,10.829999999999998,0.2631578947368421,0.039162524476577795,40.92,0.06935483870967742,medium,average
211,8.0,0.725,0.24,2.8,0.083,10.0,62.0,0.99685,3.35,0.56,10.0,6,red,11.03448275862069,8.965,0.16129032258064516,0.0832622761699353,33.5,0.05600000000000001,medium,average
212,11.6,0.44,0.64,2.1,0.059,5.0,15.0,0.998,3.21,0.67,10.2,6,red,26.363636363636363,12.68,0.3333333333333333,0.05911823647294589,32.742,0.06568627450980392,medium,average
213,8.2,0.57,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,5,red,14.385964912280702,9.03,0.4307692307692308,0.06024701275228436,33.33,0.04257425742574258,medium,average
214,7.8,0.735,0.08,2.4,0.092,10.0,41.0,0.9974,3.24,0.71,9.8,6,red,10.612244897959183,8.615,0.24390243902439024,0.09223982354120715,31.752000000000006,0.07244897959183673,medium,average
215,7.0,0.49,0.49,5.6,0.06,26.0,121.0,0.9974,3.34,0.76,10.5,5,red,14.285714285714286,7.98,0.21487603305785125,0.060156406657309,35.07,0.07238095238095238,medium,average
216,8.7,0.625,0.16,2.0,0.101,13.0,49.0,0.9962,3.14,0.57,11.0,5,red,13.919999999999998,9.485,0.2653061224489796,0.10138526400321221,34.54,0.05181818181818181,medium,average
217,8.1,0.725,0.22,2.2,0.072,11.0,41.0,0.9967,3.36,0.55,9.1,5,red,11.172413793103448,9.045,0.2682926829268293,0.0722383866760309,30.575999999999997,0.06043956043956045,medium,average
218,7.5,0.49,0.19,1.9,0.076,10.0,44.0,0.9957,3.39,0.54,9.7,5,red,15.306122448979592,8.18,0.22727272727272727,0.07632821130862709,32.882999999999996,0.055670103092783516,medium,average
219,7.8,0.53,0.33,2.4,0.08,24.0,144.0,0.99655,3.3,0.6,9.5,5,red,14.716981132075471,8.66,0.16666666666666666,0.0802769554964628,31.349999999999998,0.06315789473684211,medium,average
220,7.8,0.34,0.37,2.0,0.082,24.0,58.0,0.9964,3.34,0.59,9.4,6,red,22.941176470588232,8.51,0.41379310344827586,0.08229626655961463,31.396,0.0627659574468085,medium,average
221,7.4,0.53,0.26,2.0,0.101,16.0,72.0,0.9957,3.15,0.57,9.4,5,red,13.962264150943396,8.190000000000001,0.2222222222222222,0.10143617555488602,29.61,0.060638297872340416,medium,average
222,6.8,0.61,0.04,1.5,0.057,5.0,10.0,0.99525,3.42,0.6,9.5,5,red,11.147540983606557,7.45,0.5,0.05727204220045215,32.49,0.06315789473684211,medium,average
223,8.6,0.645,0.25,2.0,0.083,8.0,28.0,0.99815,3.28,0.6,10.0,6,red,13.333333333333332,9.495,0.2857142857142857,0.0831538345939989,32.8,0.06,medium,average
224,8.4,0.635,0.36,2.0,0.089,15.0,55.0,0.99745,3.31,0.57,10.4,4,red,13.228346456692913,9.395,0.2727272727272727,0.08922753020201514,34.424,0.0548076923076923,medium,poor
225,7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6,red,17.906976744186046,8.38,0.4603174603174603,0.07328213622446418,35.385,0.05523809523809523,medium,average
226,8.9,0.59,0.5,2.0,0.337,27.0,81.0,0.9964,3.04,1.61,9.5,6,red,15.084745762711865,9.99,0.3333333333333333,0.3382175832998796,28.88,0.16947368421052633,medium,average
227,9.0,0.82,0.14,2.6,0.089,9.0,23.0,0.9984,3.39,0.63,9.8,5,red,10.975609756097562,9.96,0.391304347826087,0.08914262820512821,33.222,0.06428571428571428,medium,average
229,6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,5,red,13.26923076923077,7.67,0.2702702702702703,0.08125595626222601,38.06,0.045454545454545456,medium,average
230,5.2,0.48,0.04,1.6,0.054,19.0,106.0,0.9927,3.54,0.62,12.2,7,red,10.833333333333334,5.72,0.1792452830188679,0.05439709882139619,43.187999999999995,0.05081967213114754,high,good
231,8.0,0.38,0.06,1.8,0.078,12.0,49.0,0.99625,3.37,0.52,9.9,6,red,21.05263157894737,8.440000000000001,0.24489795918367346,0.07829360100376412,33.363,0.052525252525252523,medium,average
232,8.5,0.37,0.2,2.8,0.09,18.0,58.0,0.998,3.34,0.7,9.6,6,red,22.972972972972972,9.069999999999999,0.3103448275862069,0.09018036072144288,32.064,0.07291666666666667,medium,average
234,8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,6,red,8.2,9.29,0.1891891891891892,0.06520539700055174,29.88,0.061111111111111116,medium,average
235,7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6,red,11.428571428571429,7.83,0.3684210526315789,0.09731627790318535,30.330000000000002,0.06444444444444444,medium,average
237,7.2,0.645,0.0,1.9,0.097,15.0,39.0,0.99675,3.37,0.58,9.2,6,red,11.162790697674419,7.845000000000001,0.38461538461538464,0.09731627790318535,31.003999999999998,0.06304347826086956,medium,average
240,8.9,0.635,0.37,1.7,0.263,5.0,62.0,0.9971,3.0,1.09,9.3,5,red,14.015748031496063,9.905,0.08064516129032258,0.2637649182629626,27.900000000000002,0.11720430107526882,medium,average
241,12.0,0.38,0.56,2.1,0.093,6.0,24.0,0.99925,3.14,0.71,10.9,6,red,31.57894736842105,12.940000000000001,0.25,0.09306980235176382,34.226,0.06513761467889907,medium,average
242,7.7,0.58,0.1,1.8,0.102,28.0,109.0,0.99565,3.08,0.49,9.8,6,red,13.275862068965518,8.379999999999999,0.25688073394495414,0.10244563852759503,30.184000000000005,0.049999999999999996,medium,average
243,15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7,red,71.42857142857143,15.65,0.4166666666666667,0.07499625018749062,28.243999999999996,0.09130434782608696,medium,good
245,7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6,red,11.06060606060606,7.96,0.2608695652173913,0.08414304317339479,35.739,0.09696969696969696,high,average
246,7.1,0.68,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,9.5,5,red,10.441176470588234,7.85,0.3137254901960784,0.07523699653909816,32.11,0.05473684210526316,medium,average
247,8.2,0.6,0.17,2.3,0.072,11.0,73.0,0.9963,3.2,0.45,9.3,5,red,13.666666666666666,8.969999999999999,0.1506849315068493,0.07226738934056007,29.760000000000005,0.04838709677419355,medium,average
248,7.7,0.53,0.06,1.7,0.074,9.0,39.0,0.99615,3.35,0.48,9.8,6,red,14.528301886792452,8.290000000000001,0.23076923076923078,0.07428600110425136,32.830000000000005,0.04897959183673469,medium,average
250,10.8,0.32,0.44,1.6,0.063,16.0,37.0,0.9985,3.22,0.78,10.0,6,red,33.75,11.56,0.43243243243243246,0.06309464196294441,32.2,0.078,medium,average
251,7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,6,red,11.833333333333334,7.699999999999999,0.47058823529411764,0.07420778178900922,34.353,0.0707070707070707,medium,average
252,11.1,0.35,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,10.5,5,red,31.714285714285715,11.93,0.23809523809523808,0.09012617664730622,33.285,0.05047619047619048,medium,average
253,7.7,0.775,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,5,red,9.935483870967742,8.895,0.09302325581395349,0.09237875288683603,30.685,0.06210526315789473,medium,average
255,8.0,0.57,0.23,3.2,0.073,17.0,119.0,0.99675,3.26,0.57,9.3,5,red,14.035087719298247,8.8,0.14285714285714285,0.07323802357662403,30.318,0.06129032258064515,medium,average
256,9.4,0.34,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,9.2,5,red,27.64705882352941,10.11,0.38461538461538464,0.0751503006012024,29.624,0.06739130434782609,medium,average
257,6.6,0.695,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,5,red,9.496402877697841,7.295,0.21428571428571427,0.07524077046548956,32.108,0.07282608695652175,medium,average
258,7.7,0.41,0.76,1.8,0.611,8.0,45.0,0.9968,3.06,1.26,9.4,5,red,18.78048780487805,8.87,0.17777777777777778,0.6129614767255216,28.764000000000003,0.13404255319148936,medium,average
259,10.0,0.31,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,7,red,32.25806451612903,10.780000000000001,0.42424242424242425,0.08502976041614566,35.28,0.0761904761904762,medium,good
260,7.9,0.33,0.23,1.7,0.077,18.0,45.0,0.99625,3.29,0.65,9.3,5,red,23.939393939393938,8.46,0.4,0.07728983688833124,30.597,0.06989247311827956,medium,average
261,7.0,0.975,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,4,red,7.17948717948718,8.014999999999999,0.1791044776119403,0.08738010345000752,31.490000000000002,0.06382978723404255,medium,poor
262,8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,5,red,15.384615384615383,8.549999999999999,0.2857142857142857,0.070298769771529,33.4,0.056999999999999995,medium,average
263,7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,5,red,21.35135135135135,8.5,0.46938775510204084,0.07728595804476564,30.504,0.07204301075268817,medium,average
264,12.5,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87,10.9,5,red,22.32142857142857,13.55,0.18518518518518517,0.064006400640064,33.572,0.07981651376146788,medium,average
265,11.8,0.26,0.52,1.8,0.071,6.0,10.0,0.9968,3.2,0.72,10.2,7,red,45.38461538461539,12.58,0.6,0.07122792937399679,32.64,0.07058823529411765,medium,good
266,8.1,0.87,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,9.8,4,red,9.310344827586206,8.969999999999999,0.4262295081967213,0.09597600599850037,35.28,0.07346938775510203,high,poor
267,7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,8,red,22.571428571428573,8.71,0.40540540540540543,0.07821117015943047,42.88,0.0671875,medium,good
268,6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,red,12.777777777777777,7.48,0.25925925925925924,0.0771002302993892,34.686,0.09680851063829787,high,average
269,11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,red,63.88888888888889,12.19,0.17391304347826086,0.10404161664665866,33.128,0.09603960396039604,medium,average
270,7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,red,14.495412844036696,8.505,0.4426229508196721,0.08730556949322628,35.952,0.06261682242990654,medium,average
272,10.9,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,5,red,29.45945945945946,11.85,0.26153846153846155,0.07104618001701106,32.522,0.07722772277227723,medium,average
273,8.4,0.715,0.2,2.4,0.076,10.0,38.0,0.99735,3.31,0.64,9.4,5,red,11.74825174825175,9.315,0.2631578947368421,0.07620193512808944,31.114,0.06808510638297872,medium,average
274,7.5,0.65,0.18,7.0,0.088,27.0,94.0,0.99915,3.38,0.77,9.4,5,red,11.538461538461538,8.33,0.2872340425531915,0.08807486363408897,31.772,0.08191489361702127,medium,average
278,10.3,0.32,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,8,red,32.1875,11.07,0.38461538461538464,0.07317562149157979,40.698,0.06507936507936508,medium,good
279,8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7,red,22.25,9.620000000000001,0.2127659574468085,0.08707837053348012,35.49,0.07333333333333333,medium,good
280,11.4,0.26,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,6,red,43.84615384615385,12.1,0.3157894736842105,0.07109953935509712,29.016000000000002,0.08817204301075268,medium,average
281,7.7,0.27,0.68,3.5,0.358,5.0,10.0,0.9972,3.25,1.08,9.9,7,red,28.51851851851852,8.65,0.5,0.35900521460088247,32.175000000000004,0.1090909090909091,medium,good
282,7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,5,red,14.615384615384615,8.239999999999998,0.22641509433962265,0.06719486510881557,30.575999999999997,0.06263736263736264,medium,average
284,9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,red,16.779661016949156,10.56,0.4507042253521127,0.10198470229465578,32.438,0.07244897959183673,medium,average
286,12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,6,red,26.666666666666664,13.0,0.5102040816326531,0.07302190657197158,31.930000000000003,0.07378640776699029,medium,average
287,7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,6,red,18.75,8.02,0.5471698113207547,0.0923046051971506,34.711000000000006,0.06796116504854369,medium,average
288,8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,red,16.73076923076923,9.309999999999999,0.40816326530612246,0.09121892542101041,35.403999999999996,0.08113207547169811,medium,good
289,11.6,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,5,red,27.61904761904762,12.549999999999999,0.336734693877551,0.1048951048951049,29.439999999999998,0.10326086956521739,medium,average
291,11.0,0.2,0.48,2.0,0.343,6.0,18.0,0.9979,3.3,0.71,10.5,5,red,55.0,11.68,0.3333333333333333,0.34372181581320777,34.65,0.06761904761904762,medium,average
292,10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,6,red,18.909090909090907,11.180000000000001,0.375,0.0910546327796678,33.166000000000004,0.062135922330097085,medium,average
293,6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,6,red,19.166666666666668,7.510000000000001,0.3125,0.09835407466880772,34.441,0.0594059405940594,medium,average
294,13.3,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,6,red,39.11764705882353,14.16,0.32075471698113206,0.0938685839824246,28.974999999999998,0.08526315789473685,medium,average
295,10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,5,red,21.6,11.760000000000002,0.18518518518518517,0.072992700729927,28.974999999999998,0.06736842105263158,medium,average
296,10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,5,red,12.771084337349398,11.799999999999999,0.37142857142857144,0.08616371105099689,31.284000000000002,0.052525252525252523,medium,average
